E,DOS
-7.182224999950774,466300871996.85754
-7.178114999950802,462661055996.8821
-7.174004999950831,459021239996.9066
-7.169894999950859,455785847996.9284
-7.165784999950887,452146031996.95294
-7.161674999950915,448506215996.9775
-7.157564999950943,446484095996.9911
-7.153454999950972,442439855997.0184
-7.1493449999509995,439608887997.0375
-7.145234999951028,435969071997.06195
-7.141124999951056,434755799997.0701
-7.137014999951084,431520407997.092
-7.132904999951112,427476167997.1192
-7.128794999951141,426262895997.1274
-7.124684999951168,423027503997.1492
-7.120574999951197,420600959997.1655
-7.116464999951225,418174415997.1819
-7.112354999951253,416556719997.1928
-7.108244999951282,413725751997.21185
-7.1041349999513095,411299207997.2282
-7.100024999951337,408872663997.24457
-7.095914999951366,407254967997.2555
-7.091804999951394,404828423997.27185
-7.087694999951422,402806303997.28546
-7.08358499995145,400379759997.3018
-7.079474999951478,399570911997.30725
-7.075364999951507,396739943997.32635
-7.071254999951535,394717823997.33997
-7.067144999951563,392695703997.3536
-7.063034999951591,391078007997.3645
-7.0589249999516195,389460311997.3754
-7.054814999951647,387842615997.3863
-7.050704999951676,385011647997.4054
-7.046594999951704,384202799997.4108
-7.042484999951732,382585103997.42175
-7.03837499995176,380967407997.4326
-7.034264999951788,379349711997.44354
-7.030154999951817,377327591997.45715
-7.026044999951845,375709895997.4681
-7.021934999951872,374092199997.47894
-7.017824999951901,373283351997.48444
-7.0137149999519295,371665655997.4953
-7.009604999951957,369643535997.509
-7.005494999951986,368834687997.5144
-7.0013849999520135,366408143997.53076
-6.997274999952042,366408143997.53076
-6.99316499995207,363981599997.5471
-6.989054999952098,362768327997.5553
-6.984944999952127,362363903997.558
-6.980834999952155,359532935997.5771
-6.976724999952182,359532935997.5771
-6.972614999952211,357510815997.5907
-6.9685049999522395,356297543997.5989
-6.964394999952267,355084271997.60706
-6.960284999952295,353466575997.618
-6.9561749999523235,352657727997.6234
-6.952064999952352,351848879997.62885
-6.94795499995238,350231183997.6398
-6.943844999952408,349826759997.6425
-6.939734999952436,347804639997.6561
-6.935624999952465,347400215997.6589
-6.931514999952492,345782519997.66974
-6.927404999952521,343760399997.68335
-6.923294999952549,343355975997.6861
-6.919184999952577,342951551997.68884
-6.915074999952605,341738279997.697
-6.9109649999526335,340525007997.7052
-6.906854999952662,338907311997.71606
-6.90274499995269,337694039997.72424
-6.8986349999527175,338098463997.72156
-6.894524999952746,336076343997.73517
-6.890414999952775,335671919997.7379
-6.886304999952802,334458647997.7461
-6.882194999952831,333649799997.7515
-6.878084999952859,331627679997.76514
-6.873974999952887,332032103997.7624
-6.869864999952915,330009983997.77606
-6.8657549999529435,329605559997.77875
-6.861644999952971,329201135997.7815
-6.857534999953,327583439997.7924
-6.8534249999530275,326370167997.8006
-6.849314999953056,326774591997.79785
-6.845204999953085,325156895997.8088
-6.841094999953112,324752471997.81146
-6.83698499995314,322325927997.8278
-6.832874999953169,323134775997.8224
-6.828764999953197,321517079997.83325
-6.824654999953225,321517079997.83325
-6.820544999953253,320303807997.84143
-6.816434999953281,318281687997.8551
-6.81232499995331,319494959997.8469
-6.8082149999533375,317068415997.8633
-6.804104999953366,317068415997.8633
-6.799994999953394,316259567997.8687
-6.795884999953422,314237447997.8823
-6.79177499995345,315450719997.87415
-6.787664999953479,313428599997.88776
-6.783554999953507,313428599997.88776
-6.779444999953535,311810903997.8987
-6.775334999953563,311002055997.9041
-6.771224999953591,311810903997.8987
-6.76711499995362,310193207997.9096
-6.7630049999536475,308979935997.9178
-6.758894999953675,308575511997.9205
-6.754784999953704,307362239997.92865
-6.750674999953732,308171087997.9232
-6.74656499995376,305744543997.9396
-6.742454999953789,305744543997.9396
-6.738344999953816,305340119997.9423
-6.734234999953845,304935695997.945
-6.730124999953873,303722423997.9532
-6.726014999953901,303317999997.95593
-6.72190499995393,302104727997.9641
-6.7177949999539575,302104727997.9641
-6.713684999953985,301295879997.96954
-6.709574999954014,300891455997.9723
-6.705464999954042,299678183997.98047
-6.70135499995407,299273759997.98315
-6.697244999954098,298869335997.9859
-6.693134999954126,298464911997.98865
-6.689024999954155,297656063997.9941
-6.684914999954183,296038367998.005
-6.680804999954211,296847215997.9995
-6.676694999954239,294825095998.0132
-6.6725849999542675,295229519998.01044
-6.668474999954295,294825095998.0132
-6.664364999954324,293611823998.02136
-6.660254999954351,294016247998.0186
-6.65614499995438,292398551998.0295
-6.652034999954408,292398551998.0295
-6.647924999954436,291589703998.035
-6.643814999954465,291185279998.03766
-6.639704999954493,290780855998.0404
-6.63559499995452,288758735998.054
-6.631484999954549,289972007998.04584
-6.6273749999545775,288758735998.054
-6.623264999954605,287949887998.0595
-6.619154999954634,287949887998.0595
-6.615044999954661,287141039998.06494
-6.61093499995469,286736615998.0677
-6.606824999954718,286332191998.0704
-6.602714999954746,285118919998.07855
-6.598604999954774,285523343998.07587
-6.594494999954803,284310071998.08405
-6.59038499995483,284310071998.08405
-6.586274999954859,283501223998.0895
-6.5821649999548875,283501223998.0895
-6.578054999954915,281883527998.10034
-6.573944999954943,282287951998.09766
-6.569834999954971,281883527998.10034
-6.565724999955,280670255998.1085
-6.561614999955028,281074679998.10583
-6.557504999955055,279861407998.114
-6.553394999955084,279052559998.11945
-6.549284999955113,279861407998.114
-6.54517499995514,278243711998.1249
-6.541064999955169,278243711998.1249
-6.536954999955197,277839287998.1276
-6.532844999955225,277434863998.1304
-6.528734999955253,277030439998.13306
-6.5246249999552814,276626015998.1358
-6.52051499995531,275412743998.144
-6.516404999955338,275412743998.144
-6.512294999955365,275412743998.144
-6.508184999955394,274603895998.1494
-6.504074999955423,274603895998.1494
-6.49996499995545,272581775998.16306
-6.495854999955478,273795047998.15488
-6.491744999955507,272581775998.16306
-6.487634999955535,272177351998.16577
-6.483524999955563,271772927998.16852
-6.4794149999555914,271772927998.16852
-6.475304999955619,270964079998.17395
-6.471194999955648,270964079998.17395
-6.467084999955675,270155231998.1794
-6.462974999955704,270964079998.17395
-6.458864999955733,268537535998.1903
-6.45475499995576,268941959998.1876
-6.450644999955788,269346383998.18484
-6.446534999955817,268133111998.19302
-6.442424999955845,268133111998.19302
-6.438314999955873,266515415998.20395
-6.434204999955901,267324263998.1985
-6.430094999955929,266515415998.20395
-6.425984999955958,266515415998.20395
-6.421874999955985,265706567998.20938
-6.417764999956014,265706567998.20938
-6.413654999956042,265302143998.21213
-6.40954499995607,264897719998.21484
-6.405434999956098,264493295998.21756
-6.401324999956127,262875599998.22845
-6.397214999956154,264088871998.22028
-6.393104999956183,262875599998.22845
-6.388994999956211,263684447998.22302
-6.384884999956239,262066751998.23392
-6.380774999956268,261662327998.23663
-6.376664999956295,262066751998.23392
-6.372554999956323,261257903998.23938
-6.368444999956352,260853479998.2421
-6.36433499995638,260449055998.2448
-6.360224999956408,260853479998.2421
-6.356114999956437,259235783998.253
-6.352004999956464,259235783998.253
-6.347894999956493,260449055998.2448
-6.343784999956521,259235783998.253
-6.339674999956549,258022511998.26117
-6.335564999956577,257618087998.2639
-6.331454999956605,258426935998.25845
-6.327344999956633,3637793879975.485
-6.323234999956662,1921822847987.0488
-6.31912499995669,1495964375989.9187
-6.315014999956718,1289303711991.3113
-6.310904999956746,1159079183992.189
-6.306794999956774,1070510327992.7858
-6.302684999956803,1001353823993.2518
-6.298574999956831,949587551993.6007
-6.294464999956858,905909759993.895
-6.290354999956887,869511599994.1403
-6.286244999956915,838370951994.3502
-6.282134999956943,811274543994.5327
-6.278024999956972,788626799994.6854
-6.273914999956999,767192327994.8298
-6.269804999957028,749802095994.947
-6.265694999957056,731603015995.0697
-6.261584999957084,717852599995.1624
-6.257474999957113,703293335995.2605
-6.253364999957141,691565039995.3395
-6.249254999957168,679027895995.424
-6.245144999957197,667704023995.5002
-6.241034999957225,658402271995.563
-6.236924999957253,648291671995.6311
-6.232814999957281,638585495995.6965
-6.228704999957309,632114711995.7401
-6.224594999957338,622812959995.8029
-6.220484999957366,616746599995.8438
-6.216374999957393,609871391995.89
-6.212264999957422,601782911995.9446
-6.208154999957451,596525399995.98
-6.204044999957478,590459039996.0209
-6.199934999957507,583988255996.0645
-6.195824999957535,578326319996.1027
-6.191714999957563,573473231996.1354
-6.187604999957591,568620143996.1681
-6.183494999957619,563362631996.2035
-6.179384999957648,559722815996.228
-6.175274999957676,555678575996.2552
-6.171164999957703,549612215996.29614
-6.167054999957732,546781247996.3152
-6.162944999957761,542332583996.3452
-6.158834999957788,538288343996.37244
-6.154724999957816,534648527996.397
-6.1506149999578446,531008711996.4215
-6.146504999957873,528582167996.43787
-6.142394999957901,523729079996.4706
-6.138284999957929,520493687996.4924
-6.134174999957958,518875991996.50323
-6.130064999957986,514831751996.5305
-6.125954999958013,512405207996.5469
-6.121844999958042,509169815996.56866
-6.117734999958071,506743271996.585
-6.113624999958098,502294607996.615
-6.109514999958126,501081335996.62317
-6.1054049999581546,497441519996.6477
-6.101294999958183,495823823996.6586
-6.097184999958211,493801703996.67224
-6.0930749999582385,490161887996.6968
-6.088964999958267,488544191996.7077
-6.084854999958296,486117647996.724
-6.080744999958323,483691103996.74036
-6.076634999958352,481264559996.7567
-6.072524999958381,480455711996.7622
-6.068414999958408,477220319996.784
-6.064304999958436,474389351996.80304
-6.060194999958465,473984927996.8058
-6.056084999958493,471558383996.82214
-6.051974999958521,468727415996.84125
-6.0478649999585485,467918567996.8467
-6.043754999958577,465896447996.8603
-6.039644999958606,463065479996.8794
-6.035534999958633,461447783996.89026
-6.031424999958661,461043359996.893
-6.02731499995869,458212391996.9121
-6.023204999958718,457403543996.91754
-6.019094999958746,454976999996.9339
-6.014984999958775,454168151996.93933
-6.010874999958803,451741607996.9557
-6.006764999958831,449719487996.9693
-6.0026549999588585,449315063996.97205
-5.998544999958887,446888519996.9884
-5.994434999958916,446484095996.9911
-5.990324999958943,444461975997.00476
-5.986214999958971,441631007997.0238
-5.982104999959,442035431997.0211
-5.977994999959028,440013311997.0347
-5.973884999959056,439204463997.04016
-5.969774999959084,437182343997.05383
-5.965664999959112,435969071997.06195
-5.961554999959141,434351375997.0729
-5.9574449999591685,434351375997.0729
-5.953334999959196,431924831997.08923
-5.949224999959225,430307135997.10016
-5.945114999959253,430307135997.10016
-5.941004999959281,427880591997.1165
-5.93689499995931,426667319997.1247
-5.932784999959338,426262895997.1274
-5.928674999959366,426262895997.1274
-5.924564999959394,422623079997.1519
-5.920454999959422,423027503997.1492
-5.916344999959451,421814231997.15735
-5.9122349999594785,420600959997.1655
-5.908124999959506,418578839997.1792
-5.904014999959535,417769991997.18463
-5.899904999959563,417365567997.1874
-5.895794999959591,416961143997.19006
-5.891684999959619,414534599997.2064
-5.887574999959647,414534599997.2064
-5.883464999959676,411299207997.2282
-5.879354999959704,412108055997.2228
-5.875244999959732,411299207997.2282
-5.871134999959761,410490359997.2337
-5.8670249999597885,408468239997.2473
-5.862914999959816,408063815997.25006
-5.858804999959845,407254967997.2555
-5.854694999959873,405637271997.26636
-5.850584999959901,405232847997.2691
-5.846474999959929,404019575997.2773
-5.842364999959957,403615151997.28
-5.838254999959986,401997455997.2909
-5.834144999960014,401593031997.29364
-5.830034999960041,401188607997.2964
-5.82592499996007,399570911997.30725
-5.8218149999600985,399166487997.31
-5.817704999960126,397953215997.3182
-5.813594999960155,397953215997.3182
-5.809484999960183,395526671997.33453
-5.805374999960211,395526671997.33453
-5.801264999960239,395526671997.33453
-5.797154999960267,393908975997.3454
-5.793044999960296,393100127997.3509
-5.788934999960324,391078007997.3645
-5.784824999960351,393100127997.3509
-5.78071499996038,390673583997.36725
-5.7766049999604085,390269159997.36993
-5.772494999960436,389055887997.3781
-5.768384999960464,389055887997.3781
-5.7642749999604925,387033767997.3918
-5.760164999960521,387438191997.38904
-5.756054999960549,386224919997.3972
-5.751944999960577,385416071997.40265
-5.747834999960606,385011647997.4054
-5.743724999960634,384607223997.4081
-5.739614999960661,382989527997.419
-5.73550499996069,383798375997.4136
-5.7313949999607186,381371831997.42993
-5.727284999960746,380562983997.43536
-5.723174999960774,381371831997.42993
-5.7190649999608025,380562983997.43536
-5.714954999960831,378945287997.4463
-5.710844999960859,378945287997.4463
-5.7067349999608865,378136439997.4517
-5.702624999960915,378136439997.4517
-5.698514999960944,376518743997.46265
-5.694404999960971,375305471997.4708
-5.690294999960999,376518743997.46265
-5.686184999961028,375709895997.4681
-5.682074999961056,372878927997.4871
-5.677964999961084,374092199997.47894
-5.6738549999611125,373687775997.4817
-5.669744999961141,371665655997.4953
-5.665634999961169,372878927997.4871
-5.6615249999611965,370452383997.5035
-5.657414999961225,370856807997.5008
-5.653304999961254,370452383997.5035
-5.649194999961281,368834687997.5144
-5.645084999961309,368834687997.5144
-5.640974999961338,368834687997.5144
-5.636864999961366,367216991997.5253
-5.632754999961394,367216991997.5253
-5.628644999961422,366408143997.53076
-5.62453499996145,366408143997.53076
-5.620424999961479,366408143997.53076
-5.6163149999615065,364790447997.5416
-5.612204999961535,364790447997.5416
-5.608094999961564,363172751997.55255
-5.603984999961591,363981599997.5471
-5.599874999961619,362768327997.5553
-5.595764999961648,361555055997.5635
-5.591654999961676,363172751997.55255
-5.587544999961704,360341783997.57166
-5.583434999961732,361555055997.5635
-5.57932499996176,359532935997.5771
-5.575214999961789,359937359997.57434
-5.5711049999618165,358724087997.5825
-5.566994999961844,359937359997.57434
-5.562884999961873,357915239997.588
-5.558774999961901,357915239997.588
-5.554664999961929,356701967997.5962
-5.550554999961958,357106391997.59344
-5.546444999961986,356297543997.5989
-5.542334999962014,356297543997.5989
-5.538224999962042,353870999997.61523
-5.53411499996207,355488695997.6044
-5.530004999962099,355084271997.60706
-5.5258949999621265,354679847997.6098
-5.521784999962154,352253303997.62616
-5.517674999962183,353466575997.618
-5.513564999962211,351444455997.6316
-5.509454999962239,353062151997.62067
-5.505344999962267,351444455997.6316
-5.501234999962295,351444455997.6316
-5.497124999962324,350635607997.637
-5.493014999962352,350231183997.6398
-5.48890499996238,349826759997.6425
-5.484794999962409,350635607997.637
-5.4806849999624365,348613487997.6507
-5.476574999962464,348209063997.6534
-5.472464999962493,349017911997.64795
-5.468354999962521,346995791997.66156
-5.464244999962549,347400215997.6589
-5.460134999962577,346186943997.66705
-5.456024999962605,347804639997.6561
-5.451914999962634,344973671997.67523
-5.447804999962662,346186943997.66705
-5.443694999962689,344973671997.67523
-5.439584999962718,345378095997.6725
-5.4354749999627465,343760399997.68335
-5.431364999962774,343760399997.68335
-5.427254999962802,344164823997.68066
-5.4231449999628305,343760399997.68335
-5.419034999962859,342142703997.6943
-5.414924999962887,342951551997.68884
-5.410814999962915,342142703997.6943
-5.406704999962944,342142703997.6943
-5.402594999962972,341333855997.6997
-5.398484999962999,339716159997.71063
-5.394374999963028,340525007997.7052
-5.3902649999630565,340525007997.7052
-5.386154999963084,340525007997.7052
-5.382044999963112,339716159997.71063
-5.3779349999631405,338502887997.7188
-5.373824999963169,338907311997.71606
-5.369714999963197,338098463997.72156
-5.3656049999632245,338098463997.72156
-5.361494999963253,337694039997.72424
-5.357384999963282,337289615997.727
-5.353274999963309,337289615997.727
-5.349164999963338,336885191997.72974
-5.3450549999633665,334863071997.74335
-5.340944999963394,336480767997.7324
-5.336834999963422,336076343997.73517
-5.3327249999634505,334863071997.74335
-5.328614999963479,335267495997.7406
-5.324504999963507,334054223997.7488
-5.3203949999635345,334458647997.7461
-5.316284999963563,332840951997.75696
-5.312174999963592,334054223997.7488
-5.308064999963619,332840951997.75696
-5.303954999963647,332840951997.75696
-5.299844999963676,333245375997.7542
-5.295734999963704,332032103997.7624
-5.291624999963732,331223255997.7679
-5.2875149999637605,331223255997.7679
-5.283404999963789,330818831997.77057
-5.279294999963817,332032103997.7624
-5.2751849999638445,330414407997.7733
-5.271074999963873,329605559997.77875
-5.266964999963902,330414407997.7733
-5.262854999963929,329605559997.77875
-5.258744999963957,329605559997.77875
-5.254634999963986,327987863997.7897
-5.250524999964014,328796711997.78424
-5.246414999964042,327987863997.7897
-5.24230499996407,328796711997.78424
-5.238194999964098,327987863997.7897
-5.234084999964127,326370167997.8006
-5.2299749999641545,327987863997.7897
-5.225864999964183,326370167997.8006
-5.221754999964212,327179015997.7951
-5.217644999964239,325965743997.8033
-5.213534999964267,325561319997.806
-5.209424999964296,325561319997.806
-5.205314999964324,325561319997.806
-5.201204999964352,325156895997.8088
-5.19709499996438,323943623997.81696
-5.192984999964408,324752471997.81146
-5.188874999964437,325561319997.806
-5.1847649999644645,323539199997.81964
-5.180654999964492,323134775997.8224
-5.176544999964521,323539199997.81964
-5.172434999964549,323134775997.8224
-5.168324999964577,322730351997.8251
-5.164214999964605,322325927997.8278
-5.160104999964633,322325927997.8278
-5.155994999964662,321112655997.836
-5.15188499996469,322730351997.8251
-5.147774999964718,321517079997.83325
-5.143664999964747,321112655997.836
-5.1395549999647745,320708231997.83875
-5.135444999964802,320303807997.84143
-5.131334999964831,320708231997.83875
-5.127224999964859,320303807997.84143
-5.123114999964887,320303807997.84143
-5.119004999964915,319899383997.8442
-5.114894999964943,318686111997.85236
-5.110784999964972,318686111997.85236
-5.106674999965,318686111997.85236
-5.102564999965027,319899383997.8442
-5.098454999965056,317068415997.8633
-5.0943449999650845,318686111997.85236
-5.090234999965112,317068415997.8633
-5.086124999965141,318281687997.8551
-5.082014999965169,317877263997.8578
-5.077904999965197,316259567997.8687
-5.073794999965225,317068415997.8633
-5.069684999965253,317068415997.8633
-5.065574999965282,315450719997.87415
-5.06146499996531,316259567997.8687
-5.057354999965337,316259567997.8687
-5.053244999965366,315855143997.87146
-5.0491349999653945,315450719997.87415
-5.045024999965422,314641871997.87964
-5.04091499996545,316259567997.8687
-5.0368049999654785,313833023997.8851
-5.032694999965507,314641871997.87964
-5.028584999965535,313833023997.8851
-5.024474999965563,313833023997.8851
-5.020364999965592,314641871997.87964
-5.01625499996562,3427493399976.902
-5.012144999965647,2417646671983.7075
-5.008034999965676,1785936383987.9644
-5.0039249999657045,1515781151989.7852
-4.999814999965732,1355629247990.8643
-4.99570499996576,1245625919991.6057
-4.9915949999657885,1164741119992.1506
-4.987484999965817,1101650975992.576
-4.983374999965845,1050289127992.922
-4.9792649999658725,1010251151993.1919
-4.975154999965901,973044143993.4426
-4.97104499996593,942307919993.6498
-4.966934999965957,914807087993.8351
-4.962824999965986,891754919993.9904
-4.9587149999660145,871938143994.1239
-4.954604999966042,850908095994.2656
-4.95049499996607,834731135994.3748
-4.9463849999660985,818554175994.4838
-4.942274999966127,804399335994.5791
-4.938164999966155,791053343994.6691
-4.9340549999661825,778111775994.7562
-4.929944999966211,767192327994.8298
-4.92583499996624,757890575994.8926
-4.921724999966267,746566703994.9689
-4.917614999966295,737264951995.0315
-4.913504999966324,728772047995.0887
-4.909394999966352,720683567995.1433
-4.90528499996638,712190663995.2006
-4.901174999966408,706124303995.2413
-4.897064999966436,697226975995.3014
-4.892954999966465,691969463995.3368
-4.8888449999664925,685903103995.3777
-4.884734999966521,679432319995.4213
-4.88062499996655,673365959995.4622
-4.876514999966577,667299599995.503
-4.872404999966605,662850935995.533
-4.868294999966634,656784575995.5739
-4.864184999966662,653953607995.593
-4.86007499996669,647078399995.6393
-4.855964999966718,643034159995.6665
